company_id,year,fiscal_year,cfo_sign,cfi_sign,cff_sign,capital_allocation_pattern
WIPRO,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
WIPRO,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
WIPRO,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
WIPRO,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
WIPRO,Mar 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
WIPRO,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
WIPRO,Mar 2021,2021,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
WIPRO,Mar 2022,2022,positive,negative,positive,Growth Funded by Financing
WIPRO,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
WIPRO,Mar 2024,2024,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ZOMATO,Mar 2018,2018,missing,missing,missing,Mixed / Neutral
ZOMATO,Mar 2019,2019,missing,missing,missing,Mixed / Neutral
ZOMATO,Mar 2020,2020,negative,positive,positive,Possible Distress Financing
ZOMATO,Mar 2021,2021,negative,negative,positive,Possible Distress Financing
ZOMATO,Mar 2022,2022,negative,negative,positive,Possible Distress Financing
ZOMATO,Mar 2023,2023,negative,positive,negative,Operations Weak / Selling Assets
ZOMATO,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
ZYDUSLIFE,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
ZYDUSLIFE,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
ZYDUSLIFE,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
ZYDUSLIFE,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
ZYDUSLIFE,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
ZYDUSLIFE,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
ZYDUSLIFE,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
ZYDUSLIFE,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
ZYDUSLIFE,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
ZYDUSLIFE,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
ZYDUSLIFE,Mar 2023,2023,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ZYDUSLIFE,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
